experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-015,1,15,1,15,2265.41,2272.075,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T015.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T015.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T015.csv,,,,,
1_tooluseinVR,d1-015,1,16,1,16,2277.671,2284.501,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T016.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T016.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T016.csv,,,,,
1_tooluseinVR,d1-015,1,17,1,17,2287.456,2294.307,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T017.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T017.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T017.csv,,,,,
1_tooluseinVR,d1-015,1,18,1,18,2297.261,2304.002,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T018.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T018.csv,1_tooluseinVR/d1-015/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T018.csv,,,,,
1_tooluseinVR,d1-015,1,19,2,1,2495.492,2499.645,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T019.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T019.csv,,,
1_tooluseinVR,d1-015,1,20,2,2,2503.699,2506.853,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T020.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T020.csv,,,
1_tooluseinVR,d1-015,1,21,2,3,2510.907,2512.329,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T021.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T021.csv,,,
1_tooluseinVR,d1-015,1,22,2,4,2516.383,2518.792,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T022.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T022.csv,,,
1_tooluseinVR,d1-015,1,23,2,5,2522.835,2524.845,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T023.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T023.csv,,,
1_tooluseinVR,d1-015,1,24,2,6,2528.898,2529.931,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T024.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T024.csv,,,
1_tooluseinVR,d1-015,1,25,2,7,2533.974,2535.817,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T025.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T025.csv,,,
1_tooluseinVR,d1-015,1,26,2,8,2539.871,2540.471,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T026.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T026.csv,,,
1_tooluseinVR,d1-015,1,27,2,9,2544.524,2546.501,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T027.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T027.csv,,,
1_tooluseinVR,d1-015,1,28,2,10,2550.544,2553.02,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T028.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T028.csv,,,
1_tooluseinVR,d1-015,1,29,2,11,2557.063,2559.017,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T029.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T029.csv,,,
1_tooluseinVR,d1-015,1,30,2,12,2563.071,2564.704,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T030.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T030.csv,,,
1_tooluseinVR,d1-015,1,31,2,13,2568.757,2571.478,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T031.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T031.csv,,,
1_tooluseinVR,d1-015,1,32,2,14,2575.532,2577.609,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T032.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T032.csv,,,
1_tooluseinVR,d1-015,1,33,2,15,2581.663,2583.239,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T033.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T033.csv,,,
1_tooluseinVR,d1-015,1,34,2,16,2587.293,2589.259,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T034.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T034.csv,,,
1_tooluseinVR,d1-015,1,35,2,17,2593.301,2595.112,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T035.csv,,,
1_tooluseinVR,d1-015,1,36,2,18,2599.166,2601.187,,,,1_tooluseinVR/d1-015/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,1_tooluseinVR/d1-015/S001/trackers/landmark/landmark_eyeTrackingData_T036.csv,,,
1_tooluseinVR,d1-015,1,37,3,1,2901.898,2913.338,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv
1_tooluseinVR,d1-015,1,38,3,2,2916.289,2927.653,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv
1_tooluseinVR,d1-015,1,39,3,3,2930.608,2939.648,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv
1_tooluseinVR,d1-015,1,40,3,4,2942.601,2951.342,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv
1_tooluseinVR,d1-015,1,41,3,5,2954.295,2962.248,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv
1_tooluseinVR,d1-015,1,42,3,6,2965.202,2971.432,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv
1_tooluseinVR,d1-015,1,43,3,7,2974.387,2981.051,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv
1_tooluseinVR,d1-015,1,44,3,8,2984.004,2990.679,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv
1_tooluseinVR,d1-015,1,45,3,9,2993.632,3001.542,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv
1_tooluseinVR,d1-015,1,46,3,10,3004.496,3011.702,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv
1_tooluseinVR,d1-015,1,47,3,11,3014.656,3023.218,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv
1_tooluseinVR,d1-015,1,48,3,12,3026.173,3038.256,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv
1_tooluseinVR,d1-015,1,49,3,13,3062.768,3070.997,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv
1_tooluseinVR,d1-015,1,50,3,14,3073.95,3081.469,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv
1_tooluseinVR,d1-015,1,51,3,15,3084.423,3094.796,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv
1_tooluseinVR,d1-015,1,52,3,16,3097.75,3105.802,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv
1_tooluseinVR,d1-015,1,53,3,17,3108.757,3116.441,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv
1_tooluseinVR,d1-015,1,54,3,18,3119.397,3127.491,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv
1_tooluseinVR,d1-015,1,55,3,19,3130.446,3139.266,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv
1_tooluseinVR,d1-015,1,56,3,20,3142.227,3150.781,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv
1_tooluseinVR,d1-015,1,57,3,21,3153.735,3160.777,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv
1_tooluseinVR,d1-015,1,58,3,22,3163.728,3171.36,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv
1_tooluseinVR,d1-015,1,59,3,23,3174.315,3181.467,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv
1_tooluseinVR,d1-015,1,60,3,24,3184.421,3190.906,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv
1_tooluseinVR,d1-015,1,61,3,25,3193.861,3201.19,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv
1_tooluseinVR,d1-015,1,62,3,26,3204.145,3211.83,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv
1_tooluseinVR,d1-015,1,63,3,27,3214.784,3221.557,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv
1_tooluseinVR,d1-015,1,64,3,28,3224.512,3234.716,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv
1_tooluseinVR,d1-015,1,65,3,29,3237.674,3245.101,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv
1_tooluseinVR,d1-015,1,66,3,30,3248.058,3257.195,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv
1_tooluseinVR,d1-015,1,67,3,31,3260.152,3267.323,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv
1_tooluseinVR,d1-015,1,68,3,32,3270.279,3277.055,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv
1_tooluseinVR,d1-015,1,69,3,33,3280.008,3286.903,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv
1_tooluseinVR,d1-015,1,70,3,34,3289.859,3296.767,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv
1_tooluseinVR,d1-015,1,71,3,35,3299.72,3308.796,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv
1_tooluseinVR,d1-015,1,72,3,36,3311.75,3319.146,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv
1_tooluseinVR,d1-015,1,73,3,37,3322.1,3329.42,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv
1_tooluseinVR,d1-015,1,74,3,38,3332.372,3342.247,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv
1_tooluseinVR,d1-015,1,75,3,39,3345.201,3352.685,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv
1_tooluseinVR,d1-015,1,76,3,40,3355.641,3365.258,,,,,,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,1_tooluseinVR/d1-015/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv
